name,version,license,repository
ootle_serde,0.5.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
opaque-debug,0.3.1,MIT OR Apache-2.0,https://github.com/RustCrypto/utils
openssl,0.10.81,Apache-2.0,https://github.com/rust-openssl/rust-openssl
openssl-macros,0.1.1,MIT/Apache-2.0,
openssl-probe,0.2.1,MIT OR Apache-2.0,https://github.com/rustls/openssl-probe
openssl-sys,0.9.117,MIT,https://github.com/rust-openssl/rust-openssl
option-ext,0.2.0,MPL-2.0,https://github.com/soc/option-ext.git
ordered-float,2.10.1,MIT,https://github.com/reem/rust-ordered-float
pango,0.18.3,MIT,https://github.com/gtk-rs/gtk-rs-core
pango-sys,0.18.0,MIT,https://github.com/gtk-rs/gtk-rs-core
parity-scale-codec,3.7.5,Apache-2.0,https://github.com/paritytech/parity-scale-codec
parity-scale-codec-derive,3.7.5,Apache-2.0,https://github.com/paritytech/parity-scale-codec
parking_lot,0.12.5,MIT OR Apache-2.0,https://github.com/Amanieu/parking_lot
parking_lot_core,0.9.12,MIT OR Apache-2.0,https://github.com/Amanieu/parking_lot
password-hash,0.5.0,MIT OR Apache-2.0,https://github.com/RustCrypto/traits/tree/master/password-hash
password-hash,0.6.1,MIT OR Apache-2.0,https://github.com/RustCrypto/traits
passwords,3.1.18,MIT,https://github.com/magiclen/passwords
pastey,0.1.1,MIT OR Apache-2.0,https://github.com/as1100k/pastey
path-clean,0.1.0,MIT OR Apache-2.0,https://github.com/danreeves/path-clean
pathdiff,0.2.3,MIT/Apache-2.0,https://github.com/Manishearth/pathdiff
percent-encoding,2.3.2,MIT OR Apache-2.0,https://github.com/servo/rust-url/
phc,0.6.1,Apache-2.0 OR MIT,https://github.com/RustCrypto/formats
phf,0.13.1,MIT,https://github.com/rust-phf/rust-phf
phf_codegen,0.13.1,MIT,https://github.com/rust-phf/rust-phf
phf_generator,0.13.1,MIT,https://github.com/rust-phf/rust-phf
phf_macros,0.13.1,MIT,https://github.com/rust-phf/rust-phf
phf_shared,0.13.1,MIT,https://github.com/rust-phf/rust-phf
pin-project-lite,0.2.17,Apache-2.0 OR MIT,https://github.com/taiki-e/pin-project-lite
pkg-config,0.3.33,MIT OR Apache-2.0,https://github.com/rust-lang/pkg-config-rs
plist,1.10.0,MIT,https://github.com/ebarnard/rust-plist/
png,0.17.16,MIT OR Apache-2.0,https://github.com/image-rs/image-png
png,0.18.1,MIT OR Apache-2.0,https://github.com/image-rs/image-png
poly1305,0.8.0,Apache-2.0 OR MIT,https://github.com/RustCrypto/universal-hashes
poly1305,0.9.1,Apache-2.0 OR MIT,https://github.com/RustCrypto/universal-hashes
portable-atomic,1.14.0,Apache-2.0 OR MIT,https://github.com/taiki-e/portable-atomic
potential_utf,0.1.5,Unicode-3.0,https://github.com/unicode-org/icu4x
powerfmt,0.2.0,MIT OR Apache-2.0,https://github.com/jhpratt/powerfmt
ppv-lite86,0.2.21,MIT OR Apache-2.0,https://github.com/cryptocorrosion/cryptocorrosion
precomputed-hash,0.1.1,MIT,https://github.com/emilio/precomputed-hash
primitive-types,0.12.2,MIT OR Apache-2.0,
proc-macro-crate,1.3.1,MIT OR Apache-2.0,https://github.com/bkchr/proc-macro-crate
proc-macro-crate,2.0.0,MIT OR Apache-2.0,https://github.com/bkchr/proc-macro-crate
proc-macro-crate,3.5.0,MIT OR Apache-2.0,https://github.com/bkchr/proc-macro-crate
proc-macro-error,1.0.4,MIT OR Apache-2.0,https://gitlab.com/CreepySkeleton/proc-macro-error
proc-macro-error-attr,1.0.4,MIT OR Apache-2.0,https://gitlab.com/CreepySkeleton/proc-macro-error
proc-macro2,1.0.107,MIT OR Apache-2.0,https://github.com/dtolnay/proc-macro2
prost,0.14.4,Apache-2.0,https://github.com/tokio-rs/prost
prost-derive,0.14.4,Apache-2.0,https://github.com/tokio-rs/prost
prost-types,0.14.4,Apache-2.0,https://github.com/tokio-rs/prost
psl-types,2.0.11,MIT/Apache-2.0,https://github.com/addr-rs/psl-types
publicsuffix,2.3.0,MIT/Apache-2.0,https://github.com/rushmorem/publicsuffix
quick-xml,0.41.0,MIT,https://github.com/tafia/quick-xml
quinn,0.11.11,MIT OR Apache-2.0,https://github.com/quinn-rs/quinn
quinn-proto,0.11.16,MIT OR Apache-2.0,https://github.com/quinn-rs/quinn
quinn-udp,0.5.15,MIT OR Apache-2.0,https://github.com/quinn-rs/quinn
quote,1.0.47,MIT OR Apache-2.0,https://github.com/dtolnay/quote
r-efi,5.3.0,MIT OR Apache-2.0 OR LGPL-2.1-or-later,https://github.com/r-efi/r-efi
r-efi,6.0.0,MIT OR Apache-2.0 OR LGPL-2.1-or-later,https://github.com/r-efi/r-efi
radium,0.7.0,MIT,https://github.com/bitvecto-rs/radium
rand,0.10.2,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand,0.8.7,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand,0.9.5,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_chacha,0.10.0,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_chacha,0.3.1,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_chacha,0.9.0,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_core,0.10.1,MIT OR Apache-2.0,https://github.com/rust-random/rand_core
rand_core,0.6.4,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_core,0.9.5,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_pcg,0.10.2,MIT OR Apache-2.0,https://github.com/rust-random/rngs
raw-window-handle,0.6.2,MIT OR Apache-2.0 OR Zlib,https://github.com/rust-windowing/raw-window-handle
redox_syscall,0.5.18,MIT,https://gitlab.redox-os.org/redox-os/syscall
redox_users,0.4.6,MIT,https://gitlab.redox-os.org/redox-os/users
redox_users,0.5.2,MIT,https://gitlab.redox-os.org/redox-os/users
ref-cast,1.0.26,MIT OR Apache-2.0,https://github.com/dtolnay/ref-cast
ref-cast-impl,1.0.26,MIT OR Apache-2.0,https://github.com/dtolnay/ref-cast
regex,1.13.1,MIT OR Apache-2.0,https://github.com/rust-lang/regex
regex-automata,0.4.18,MIT OR Apache-2.0,https://github.com/rust-lang/regex
regex-syntax,0.8.11,MIT OR Apache-2.0,https://github.com/rust-lang/regex
reqwest,0.13.4,MIT OR Apache-2.0,https://github.com/seanmonstar/reqwest
rfd,0.16.0,MIT,https://github.com/PolyMeilex/rfd
ring,0.17.14,Apache-2.0 AND ISC,https://github.com/briansmith/ring
rustc-hash,2.1.3,Apache-2.0 OR MIT,https://github.com/rust-lang/rustc-hash
rustc-hex,2.1.0,MIT/Apache-2.0,https://github.com/debris/rustc-hex
rustc_version,0.4.1,MIT OR Apache-2.0,https://github.com/djc/rustc-version-rs
rusticata-macros,4.1.0,MIT/Apache-2.0,https://github.com/rusticata/rusticata-macros.git
rustix,1.1.4,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/rustix
rustls,0.23.43,Apache-2.0 OR ISC OR MIT,https://github.com/rustls/rustls
rustls-native-certs,0.8.4,Apache-2.0 OR ISC OR MIT,https://github.com/rustls/rustls-native-certs
rustls-pki-types,1.15.1,MIT OR Apache-2.0,https://github.com/rustls/pki-types
rustls-platform-verifier,0.7.0,MIT OR Apache-2.0,https://github.com/rustls/rustls-platform-verifier
rustls-platform-verifier-android,0.1.1,MIT OR Apache-2.0,https://github.com/rustls/rustls-platform-verifier
rustls-webpki,0.103.13,ISC,https://github.com/rustls/webpki
rustversion,1.0.23,MIT OR Apache-2.0,https://github.com/dtolnay/rustversion
ryu,1.0.23,Apache-2.0 OR BSL-1.0,https://github.com/dtolnay/ryu
same-file,1.0.6,Unlicense/MIT,https://github.com/BurntSushi/same-file
schannel,0.1.29,MIT,https://github.com/steffengy/schannel-rs
schemars,0.8.22,MIT,https://github.com/GREsau/schemars
schemars,0.9.0,MIT,https://github.com/GREsau/schemars
schemars,1.2.2,MIT,https://github.com/GREsau/schemars
schemars_derive,0.8.22,MIT,https://github.com/GREsau/schemars
scopeguard,1.2.0,MIT OR Apache-2.0,https://github.com/bluss/scopeguard
security-framework,2.11.1,MIT OR Apache-2.0,https://github.com/kornelski/rust-security-framework
security-framework,3.7.0,MIT OR Apache-2.0,https://github.com/kornelski/rust-security-framework
security-framework-sys,2.17.0,MIT OR Apache-2.0,https://github.com/kornelski/rust-security-framework
selectors,0.36.1,MPL-2.0,https://github.com/servo/stylo
semver,1.0.28,MIT OR Apache-2.0,https://github.com/dtolnay/semver
serde,1.0.229,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde-untagged,0.1.9,MIT OR Apache-2.0,https://github.com/dtolnay/serde-untagged
serde-value,0.7.0,MIT,https://github.com/arcnmx/serde-value
serde_cbor_2,0.13.0,MIT OR Apache-2.0,https://github.com/kanidm/cbor
serde_core,1.0.229,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde_derive,1.0.229,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde_derive_internals,0.29.1,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde_json,1.0.151,MIT OR Apache-2.0,https://github.com/serde-rs/json
serde_repr,0.1.21,MIT OR Apache-2.0,https://github.com/dtolnay/serde-repr
serde_spanned,0.6.9,MIT OR Apache-2.0,https://github.com/toml-rs/toml
serde_spanned,1.1.1,MIT OR Apache-2.0,https://github.com/toml-rs/toml
serde_urlencoded,0.7.1,MIT/Apache-2.0,https://github.com/nox/serde_urlencoded
serde_with,3.21.0,MIT OR Apache-2.0,https://github.com/jonasbb/serde_with/
serde_with_macros,3.21.0,MIT OR Apache-2.0,https://github.com/jonasbb/serde_with/
serde_yaml,0.9.34+deprecated,MIT OR Apache-2.0,https://github.com/dtolnay/serde-yaml
serialize-to-javascript,0.1.2,MIT OR Apache-2.0,https://github.com/chippers/serialize-to-javascript
serialize-to-javascript-impl,0.1.2,MIT OR Apache-2.0,https://github.com/chippers/serialize-to-javascript
servo_arc,0.4.3,MIT OR Apache-2.0,https://github.com/servo/stylo
sha2,0.10.9,MIT OR Apache-2.0,https://github.com/RustCrypto/hashes
sha2,0.11.0,MIT OR Apache-2.0,https://github.com/RustCrypto/hashes
sha3,0.10.9,MIT OR Apache-2.0,https://github.com/RustCrypto/hashes
shlex,2.0.1,MIT OR Apache-2.0,https://github.com/comex/rust-shlex
signature,3.0.0,Apache-2.0 OR MIT,https://github.com/RustCrypto/traits
simd-adler32,0.3.10,MIT,https://github.com/mcountryman/simd-adler32
simd_cesu8,1.2.0,Apache-2.0 OR MIT,https://github.com/seancroach/simd_cesu8
simdutf8,0.1.5,MIT OR Apache-2.0,https://github.com/rusticstuff/simdutf8
siphasher,1.0.3,MIT/Apache-2.0,https://github.com/jedisct1/rust-siphash
slab,0.4.12,MIT,https://github.com/tokio-rs/slab
smallvec,1.15.2,MIT OR Apache-2.0,https://github.com/servo/rust-smallvec
snafu,0.7.5,MIT OR Apache-2.0,https://github.com/shepmaster/snafu
snafu,0.8.9,MIT OR Apache-2.0,https://github.com/shepmaster/snafu
snafu-derive,0.7.5,MIT OR Apache-2.0,https://github.com/shepmaster/snafu
snafu-derive,0.8.9,MIT OR Apache-2.0,https://github.com/shepmaster/snafu
socket2,0.6.5,MIT OR Apache-2.0,https://github.com/rust-lang/socket2
softbuffer,0.4.8,MIT OR Apache-2.0,https://github.com/rust-windowing/softbuffer
soup3,0.5.0,MIT,https://gitlab.gnome.org/World/Rust/soup3-rs
soup3-sys,0.5.0,MIT,https://gitlab.gnome.org/World/Rust/soup3-rs
stable_deref_trait,1.2.1,MIT OR Apache-2.0,https://github.com/storyyeller/stable_deref_trait
static_assertions,1.1.0,MIT OR Apache-2.0,https://github.com/nvzqz/static-assertions-rs
string_cache,0.9.0,MIT OR Apache-2.0,https://github.com/servo/string-cache
string_cache_codegen,0.6.1,MIT OR Apache-2.0,https://github.com/servo/string-cache
strsim,0.11.1,MIT,https://github.com/rapidfuzz/strsim-rs
strum,0.22.0,MIT,https://github.com/Peternator7/strum
strum_macros,0.22.0,MIT,https://github.com/Peternator7/strum
subtle,2.6.1,BSD-3-Clause,https://github.com/dalek-cryptography/subtle
swift-rs,1.0.7,MIT OR Apache-2.0,https://github.com/Brendonovich/swift-rs
syn,1.0.109,MIT OR Apache-2.0,https://github.com/dtolnay/syn
syn,2.0.119,MIT OR Apache-2.0,https://github.com/dtolnay/syn
syn,3.0.3,MIT OR Apache-2.0,https://github.com/dtolnay/syn
sync_wrapper,1.0.2,Apache-2.0,https://github.com/Actyx/sync_wrapper
synstructure,0.13.2,MIT,https://github.com/mystor/synstructure
system-configuration,0.7.0,MIT OR Apache-2.0,https://github.com/mullvad/system-configuration-rs
system-configuration-sys,0.6.0,MIT OR Apache-2.0,https://github.com/mullvad/system-configuration-rs
system-deps,6.2.2,MIT OR Apache-2.0,https://github.com/gdesmott/system-deps
tao,0.35.3,Apache-2.0,https://github.com/tauri-apps/tao
tao-macros,0.1.4,MIT OR Apache-2.0,https://github.com/tauri-apps/tao
tap,1.0.1,MIT,https://github.com/myrrlyn/tap
target-lexicon,0.12.16,Apache-2.0 WITH LLVM-exception,https://github.com/bytecodealliance/target-lexicon
tari-cc-private-ballot-anchor,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-anchor-transport,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-archive,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ballot,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-crypto,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-gui,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-gui-core,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-anchor-adapter,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-anchor-app,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-anchor-lifecycle-orchestrator,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-anchor-network-adapters,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-receipt-anchor-adapter,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-walletd-anchor-adapter,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-protocol,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-registry,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-tally,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-transport-gateway,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-transport-network,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-verifier,0.1.0,MIT OR Apache-2.0,
tari_bor,0.15.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_bulletproofs_plus,0.5.2,BSD-3-Clause,
tari_common,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_common_types,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_consensus_types,0.39.2,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_crypto,0.23.2,BSD-3-Clause,https://github.com/tari-project/tari
tari_engine_types,0.39.2,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_features,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_hashing,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_indexer_client,0.39.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_jellyfish,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_max_size,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_merlin,4.0.0,MIT,https://github.com/tari-project/merlin
tari_ootle_address,0.10.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_common_types,0.39.2,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_template_metadata,0.11.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_transaction,0.39.2,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_wallet_crypto,0.41.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_wallet_sdk,0.40.1,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_walletd_client,0.40.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_sidechain,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_template_abi,0.19.1,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_template_builtin,0.40.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_template_lib,0.31.1,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_template_lib_types,0.31.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_template_macros,0.22.1,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_utilities,0.10.0,BSD-3-Clause,https://github.com/tari-project/tari
tauri,2.11.5,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri
tauri-build,2.6.3,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri
tauri-codegen,2.6.3,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri
tauri-macros,2.6.3,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri
tauri-plugin,2.6.3,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri
tauri-plugin-dialog,2.7.2,Apache-2.0 OR MIT,https://github.com/tauri-apps/plugins-workspace
tauri-plugin-fs,2.5.1,Apache-2.0 OR MIT,https://github.com/tauri-apps/plugins-workspace
tauri-runtime,2.11.3,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri
tauri-runtime-wry,2.11.4,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri
tauri-utils,2.9.3,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri
tauri-winres,0.3.6,MIT,https://github.com/tauri-apps/winres
tempfile,3.27.0,MIT OR Apache-2.0,https://github.com/Stebalien/tempfile
tendril,0.5.1,MIT OR Apache-2.0,https://github.com/servo/html5ever
thiserror,1.0.69,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror,2.0.19,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-impl,1.0.69,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-impl,2.0.19,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-impl-no-std,2.0.2,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-no-std,2.0.2,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
time,0.3.55,MIT OR Apache-2.0,https://github.com/time-rs/time
time-core,0.1.9,MIT OR Apache-2.0,https://github.com/time-rs/time
time-macros,0.2.32,MIT OR Apache-2.0,https://github.com/time-rs/time
tinystr,0.8.3,Unicode-3.0,https://github.com/unicode-org/icu4x
tinyvec,1.12.0,Zlib OR Apache-2.0 OR MIT,https://github.com/Lokathor/tinyvec
tinyvec_macros,0.1.1,MIT OR Apache-2.0 OR Zlib,https://github.com/Soveu/tinyvec_macros
tokio,1.53.1,MIT,https://github.com/tokio-rs/tokio
tokio-rustls,0.26.4,MIT OR Apache-2.0,https://github.com/rustls/tokio-rustls
tokio-util,0.7.19,MIT,https://github.com/tokio-rs/tokio
toml,0.8.23,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml,0.9.12+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml,1.1.4+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,0.6.11,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,0.7.5+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,1.1.1+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.19.15,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.20.7,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.22.27,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.25.13+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_parser,1.1.3+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_write,0.1.2,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_writer,1.1.2+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
tower,0.5.3,MIT,https://github.com/tower-rs/tower
tower-http,0.6.11,MIT,https://github.com/tower-rs/tower-http
tower-layer,0.3.3,MIT,https://github.com/tower-rs/tower
tower-service,0.3.3,MIT,https://github.com/tower-rs/tower
tracing,0.1.44,MIT,https://github.com/tokio-rs/tracing
tracing-attributes,0.1.31,MIT,https://github.com/tokio-rs/tracing
tracing-core,0.1.36,MIT,https://github.com/tokio-rs/tracing
tray-icon,0.24.2,MIT OR Apache-2.0,https://github.com/tauri-apps/tray-icon
triptych,0.1.1,BSD-3-Clause,https://github.com/tari-project/triptych
try-lock,0.2.5,MIT,https://github.com/seanmonstar/try-lock
typeid,1.0.3,MIT OR Apache-2.0,https://github.com/dtolnay/typeid
typemap-ors,1.0.0,MIT,https://github.com/orphanage-rs/rust-typemap
typenum,1.20.1,MIT OR Apache-2.0,https://github.com/paholg/typenum
uint,0.9.5,MIT OR Apache-2.0,https://github.com/paritytech/parity-common
unic-char-property,0.9.0,MIT/Apache-2.0,https://github.com/open-i18n/rust-unic/
unic-char-range,0.9.0,MIT/Apache-2.0,https://github.com/open-i18n/rust-unic/
unic-common,0.9.0,MIT/Apache-2.0,https://github.com/open-i18n/rust-unic/
unic-ucd-ident,0.9.0,MIT/Apache-2.0,https://github.com/open-i18n/rust-unic/
unic-ucd-version,0.9.0,MIT/Apache-2.0,https://github.com/open-i18n/rust-unic/
unicode-ident,1.0.24,(MIT OR Apache-2.0) AND Unicode-3.0,https://github.com/dtolnay/unicode-ident
unicode-normalization,0.1.24,MIT/Apache-2.0,https://github.com/unicode-rs/unicode-normalization
unicode-segmentation,1.13.3,MIT OR Apache-2.0,https://github.com/unicode-rs/unicode-segmentation
unicode-xid,0.2.6,MIT OR Apache-2.0,https://github.com/unicode-rs/unicode-xid
universal-hash,0.5.1,MIT OR Apache-2.0,https://github.com/RustCrypto/traits
universal-hash,0.6.1,MIT OR Apache-2.0,https://github.com/RustCrypto/traits
unsafe-any-ors,1.0.0,MIT,https://github.com/orphanage-rs/rust-unsafe-any
unsafe-libyaml,0.2.11,MIT,https://github.com/dtolnay/unsafe-libyaml
unsigned-varint,0.8.0,MIT,https://github.com/paritytech/unsigned-varint
untrusted,0.9.0,ISC,https://github.com/briansmith/untrusted
url,2.5.8,MIT OR Apache-2.0,https://github.com/servo/rust-url
urlpattern,0.3.0,MIT,https://github.com/denoland/rust-urlpattern
utf8_iter,1.0.4,Apache-2.0 OR MIT,https://github.com/hsivonen/utf8_iter
utoipa,5.5.0,MIT OR Apache-2.0,https://github.com/juhaku/utoipa
utoipa-gen,5.5.0,MIT OR Apache-2.0,https://github.com/juhaku/utoipa
uuid,1.24.0,Apache-2.0 OR MIT,https://github.com/uuid-rs/uuid
vcpkg,0.2.15,MIT/Apache-2.0,https://github.com/mcgoo/vcpkg-rs
version-compare,0.2.1,MIT,https://gitlab.com/timvisee/version-compare
version_check,0.9.5,MIT/Apache-2.0,https://github.com/SergioBenitez/version_check
vswhom,0.1.0,MIT,https://github.com/nabijaczleweli/vswhom.rs
vswhom-sys,0.1.3,MIT,https://github.com/nabijaczleweli/vswhom-sys.rs
walkdir,2.5.0,Unlicense/MIT,https://github.com/BurntSushi/walkdir
want,0.3.1,MIT,https://github.com/seanmonstar/want
wasi,0.11.1+wasi-snapshot-preview1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasi
wasip2,1.0.4+wasi-0.2.12,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasi-rs
wasm-bindgen,0.2.126,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen
wasm-bindgen-futures,0.4.76,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/futures
wasm-bindgen-macro,0.2.126,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro
wasm-bindgen-macro-support,0.2.126,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro-support
wasm-bindgen-shared,0.2.126,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/shared
wasm-streams,0.5.0,MIT OR Apache-2.0,https://github.com/MattiasBuelens/wasm-streams/
web-sys,0.3.103,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/web-sys
web-time,1.1.0,MIT OR Apache-2.0,https://github.com/daxpedda/web-time
web_atoms,0.2.5,MIT OR Apache-2.0,https://github.com/servo/html5ever
webauthn-attestation-ca,0.5.5,MPL-2.0,https://github.com/kanidm/webauthn-rs
webauthn-rs,0.5.5,MPL-2.0,https://github.com/kanidm/webauthn-rs
webauthn-rs-core,0.5.5,MPL-2.0,https://github.com/kanidm/webauthn-rs
webauthn-rs-proto,0.5.5,MPL-2.0,https://github.com/kanidm/webauthn-rs
webkit2gtk,2.0.2,MIT,https://github.com/tauri-apps/webkit2gtk-rs
webkit2gtk-sys,2.0.2,MIT,https://github.com/tauri-apps/webkit2gtk-rs
webpki-root-certs,1.0.9,CDLA-Permissive-2.0,https://github.com/rustls/webpki-roots
webview2-com,0.38.2,MIT,https://github.com/wravery/webview2-rs
webview2-com-macros,0.8.1,MIT,https://github.com/wravery/webview2-rs
webview2-com-sys,0.38.2,MIT,https://github.com/wravery/webview2-rs
winapi,0.3.9,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
winapi-i686-pc-windows-gnu,0.4.0,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
winapi-util,0.1.11,Unlicense OR MIT,https://github.com/BurntSushi/winapi-util
winapi-x86_64-pc-windows-gnu,0.4.0,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
window-vibrancy,0.6.0,Apache-2.0 OR MIT,https://github.com/tauri-apps/tauri-plugin-vibrancy
windows,0.61.3,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-collections,0.2.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-core,0.61.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-core,0.62.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-future,0.2.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-implement,0.60.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-interface,0.59.3,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-link,0.1.3,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-link,0.2.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-numerics,0.2.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-registry,0.6.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-result,0.3.4,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-result,0.4.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-strings,0.4.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-strings,0.5.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.45.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.52.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.59.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
