name,version,license,repository
tari-cc-private-ballot-transport-network,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-verifier,0.1.0,MIT OR Apache-2.0,
tari_bor,0.15.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_bulletproofs_plus,0.5.2,BSD-3-Clause,
tari_common,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_common_types,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_consensus_types,0.39.2,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_crypto,0.23.2,BSD-3-Clause,https://github.com/tari-project/tari
tari_engine_types,0.39.2,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_features,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_hashing,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_indexer_client,0.39.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_jellyfish,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_max_size,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_merlin,4.0.0,MIT,https://github.com/tari-project/merlin
tari_ootle_address,0.10.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_common_types,0.39.2,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_template_metadata,0.11.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_transaction,0.39.2,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_wallet_crypto,0.41.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_wallet_sdk,0.40.1,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_ootle_walletd_client,0.40.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_sidechain,5.6.0,BSD-3-Clause,https://github.com/tari-project/tari
tari_template_abi,0.19.1,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_template_builtin,0.40.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_template_lib,0.31.1,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_template_lib_types,0.31.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_template_macros,0.22.1,BSD-3-Clause,https://github.com/tari-project/tari-ootle
tari_utilities,0.10.0,BSD-3-Clause,https://github.com/tari-project/tari
tempfile,3.27.0,MIT OR Apache-2.0,https://github.com/Stebalien/tempfile
thiserror,1.0.69,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror,2.0.19,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-impl,1.0.69,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-impl,2.0.19,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-impl-no-std,2.0.2,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-no-std,2.0.2,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
time,0.3.55,MIT OR Apache-2.0,https://github.com/time-rs/time
time-core,0.1.9,MIT OR Apache-2.0,https://github.com/time-rs/time
time-macros,0.2.32,MIT OR Apache-2.0,https://github.com/time-rs/time
tinystr,0.8.3,Unicode-3.0,https://github.com/unicode-org/icu4x
tinyvec,1.12.0,Zlib OR Apache-2.0 OR MIT,https://github.com/Lokathor/tinyvec
tinyvec_macros,0.1.1,MIT OR Apache-2.0 OR Zlib,https://github.com/Soveu/tinyvec_macros
tokio,1.53.1,MIT,https://github.com/tokio-rs/tokio
tokio-rustls,0.26.4,MIT OR Apache-2.0,https://github.com/rustls/tokio-rustls
tokio-util,0.7.19,MIT,https://github.com/tokio-rs/tokio
toml,0.8.23,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml,0.9.12+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,0.6.11,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,0.7.5+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,1.1.1+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.22.27,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.25.13+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_parser,1.1.3+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_write,0.1.2,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_writer,1.1.2+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
tower,0.5.3,MIT,https://github.com/tower-rs/tower
tower-http,0.6.11,MIT,https://github.com/tower-rs/tower-http
tower-layer,0.3.3,MIT,https://github.com/tower-rs/tower
tower-service,0.3.3,MIT,https://github.com/tower-rs/tower
tracing,0.1.44,MIT,https://github.com/tokio-rs/tracing
tracing-attributes,0.1.31,MIT,https://github.com/tokio-rs/tracing
tracing-core,0.1.36,MIT,https://github.com/tokio-rs/tracing
triptych,0.1.1,BSD-3-Clause,https://github.com/tari-project/triptych
try-lock,0.2.5,MIT,https://github.com/seanmonstar/try-lock
typemap-ors,1.0.0,MIT,https://github.com/orphanage-rs/rust-typemap
typenum,1.20.1,MIT OR Apache-2.0,https://github.com/paholg/typenum
uint,0.9.5,MIT OR Apache-2.0,https://github.com/paritytech/parity-common
unicode-ident,1.0.24,(MIT OR Apache-2.0) AND Unicode-3.0,https://github.com/dtolnay/unicode-ident
unicode-normalization,0.1.24,MIT/Apache-2.0,https://github.com/unicode-rs/unicode-normalization
unicode-segmentation,1.13.3,MIT OR Apache-2.0,https://github.com/unicode-rs/unicode-segmentation
unicode-xid,0.2.6,MIT OR Apache-2.0,https://github.com/unicode-rs/unicode-xid
universal-hash,0.5.1,MIT OR Apache-2.0,https://github.com/RustCrypto/traits
universal-hash,0.6.1,MIT OR Apache-2.0,https://github.com/RustCrypto/traits
unsafe-any-ors,1.0.0,MIT,https://github.com/orphanage-rs/rust-unsafe-any
unsafe-libyaml,0.2.11,MIT,https://github.com/dtolnay/unsafe-libyaml
unsigned-varint,0.8.0,MIT,https://github.com/paritytech/unsigned-varint
untrusted,0.9.0,ISC,https://github.com/briansmith/untrusted
url,2.5.8,MIT OR Apache-2.0,https://github.com/servo/rust-url
utf8_iter,1.0.4,Apache-2.0 OR MIT,https://github.com/hsivonen/utf8_iter
utoipa,5.5.0,MIT OR Apache-2.0,https://github.com/juhaku/utoipa
utoipa-gen,5.5.0,MIT OR Apache-2.0,https://github.com/juhaku/utoipa
uuid,1.24.0,Apache-2.0 OR MIT,https://github.com/uuid-rs/uuid
vcpkg,0.2.15,MIT/Apache-2.0,https://github.com/mcgoo/vcpkg-rs
version_check,0.9.5,MIT/Apache-2.0,https://github.com/SergioBenitez/version_check
walkdir,2.5.0,Unlicense/MIT,https://github.com/BurntSushi/walkdir
want,0.3.1,MIT,https://github.com/seanmonstar/want
wasi,0.11.1+wasi-snapshot-preview1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasi
wasip2,1.0.1+wasi-0.2.4,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasi-rs
wasm-bindgen,0.2.108,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen
wasm-bindgen-futures,0.4.58,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/futures
wasm-bindgen-macro,0.2.108,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro
wasm-bindgen-macro-support,0.2.108,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro-support
wasm-bindgen-shared,0.2.108,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/shared
wasm-streams,0.5.0,MIT OR Apache-2.0,https://github.com/MattiasBuelens/wasm-streams/
web-sys,0.3.85,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/web-sys
web-time,1.1.0,MIT OR Apache-2.0,https://github.com/daxpedda/web-time
webauthn-attestation-ca,0.5.5,MPL-2.0,https://github.com/kanidm/webauthn-rs
webauthn-rs,0.5.5,MPL-2.0,https://github.com/kanidm/webauthn-rs
webauthn-rs-core,0.5.5,MPL-2.0,https://github.com/kanidm/webauthn-rs
webauthn-rs-proto,0.5.5,MPL-2.0,https://github.com/kanidm/webauthn-rs
webpki-root-certs,1.0.5,CDLA-Permissive-2.0,https://github.com/rustls/webpki-roots
winapi,0.3.9,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
winapi-i686-pc-windows-gnu,0.4.0,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
winapi-util,0.1.11,Unlicense OR MIT,https://github.com/BurntSushi/winapi-util
winapi-x86_64-pc-windows-gnu,0.4.0,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
windows-link,0.2.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-registry,0.6.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-result,0.4.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-strings,0.5.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.52.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.61.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-targets,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnu,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnu,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
winnow,0.7.15,MIT,https://github.com/winnow-rs/winnow
winnow,1.0.4,MIT,https://github.com/winnow-rs/winnow
wit-bindgen,0.46.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wit-bindgen
writeable,0.6.3,Unicode-3.0,https://github.com/unicode-org/icu4x
wyz,0.5.1,MIT,https://github.com/myrrlyn/wyz
x25519-dalek,3.0.0,BSD-3-Clause,https://github.com/dalek-cryptography/curve25519-dalek/tree/main/x25519-dalek
x509-parser,0.16.0,MIT OR Apache-2.0,https://github.com/rusticata/x509-parser.git
xxhash-rust,0.8.18,BSL-1.0,https://github.com/DoumanAsh/xxhash-rust
yoke,0.8.3,Unicode-3.0,https://github.com/unicode-org/icu4x
yoke-derive,0.8.2,Unicode-3.0,https://github.com/unicode-org/icu4x
zerocopy,0.8.55,BSD-2-Clause OR Apache-2.0 OR MIT,https://github.com/google/zerocopy
zerocopy-derive,0.8.55,BSD-2-Clause OR Apache-2.0 OR MIT,https://github.com/google/zerocopy
zerofrom,0.1.8,Unicode-3.0,https://github.com/unicode-org/icu4x
zerofrom-derive,0.1.7,Unicode-3.0,https://github.com/unicode-org/icu4x
zeroize,1.9.0,Apache-2.0 OR MIT,https://github.com/RustCrypto/utils
zeroize_derive,1.5.0,Apache-2.0 OR MIT,https://github.com/RustCrypto/utils
zerotrie,0.2.4,Unicode-3.0,https://github.com/unicode-org/icu4x
zerovec,0.11.6,Unicode-3.0,https://github.com/unicode-org/icu4x
zerovec-derive,0.11.3,Unicode-3.0,https://github.com/unicode-org/icu4x
zmij,1.0.23,MIT,https://github.com/dtolnay/zmij
